scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Colibri cyanotus,2023-03-09 14:36:00 -0600,,Cafe Colibri,10.3022426053,-84.7962094098,,Lesser Violetear,https://www.inaturalist.org/observations/173029082,https://inaturalist-open-data.s3.amazonaws.com/photos/300445029/medium.jpeg,pmarinaraya,173029082,Lesser Violetear,Aves,508367,1,0,2023-03-09 14:36:00,2023-03-09,2023-03-09 20:36:00 UTC,America/Costa_Rica,216,216,,,false,gps,gps,6073871,,2023-07-15 15:35:58 UTC,2023-07-17 01:11:24 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2023-07-14 14:41:00 -0500,,"Parque La Carolina, Quito, Pichincha, EC",-0.1859910545,-78.4853019387,,Sparkling Violetear,https://www.inaturalist.org/observations/172895422,https://static.inaturalist.org/photos/300197649/medium.jpg,arelisa,172895422,Colibrí Orejivioleta Ventriazul,Aves,6072,2,0,2023-07-14 14:41:00-05:00,2023-07-14,2023-07-14 19:41:00 UTC,America/Guayaquil,41,41,,open,false,,,6787076,Arelisa April,2023-07-14 19:43:29 UTC,2023-07-28 09:37:19 UTC,research,,,3,false
Colibri coruscans,2023-07-13 00:00:00 -0500,,"P2PP+F6, La Calera, Cundinamarca, Colombia",4.7344025,-73.9626164,,Sparkling Violetear,https://www.inaturalist.org/observations/172751134,https://inaturalist-open-data.s3.amazonaws.com/photos/299935732/medium.jpeg,thefalconfall,172751134,Sparkling Violetear,Aves,6072,1,0,2023-07-13,2023-07-13,,Bogota,1500,1500,,open,false,,,7055558,,2023-07-13 21:57:33 UTC,2023-07-20 14:40:57 UTC,research,CC-BY-NC,,2,false
Colibri thalassinus,2023-07-07 14:08:00 -0600,,"Bosque de Chapultepec II Secc, 11100 Ciudad de México, CDMX, México",19.4114534067,-99.1980642384,,Mexican Violetear,https://www.inaturalist.org/observations/172744038,https://inaturalist-open-data.s3.amazonaws.com/photos/299913823/medium.jpeg,miguelmota_mx_14,172744038,Mexican Violetear,Aves,508366,1,0,2023/07/07 2:08 PM,2023-07-07,2023-07-07 20:08:00 UTC,Mexico City,50,50,,open,false,,,4704857,Miguel Ángel Mota Ayala,2023-07-13 21:05:13 UTC,2023-07-14 02:01:35 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-13 09:37:49 -0500,,"Avenida Carrera 55, Bogotá, Bogotá, CO",4.7039273183,-74.0656614396,,Sparkling Violetear,https://www.inaturalist.org/observations/172703998,https://inaturalist-open-data.s3.amazonaws.com/photos/299839498/medium.jpg,robinson-duque,172703998,Sparkling Violetear,Aves,6072,1,0,2023-07-13 09:37:49-05:00,2023-07-13,2023-07-13 14:37:49 UTC,Bogota,53,53,,open,false,,,1033346,Robin Duque-Osorio,2023-07-13 16:57:57 UTC,2023-07-20 14:41:00 UTC,research,CC-BY-NC,,3,false
Colibri thalassinus,2023-07-09 07:43:00 -0600,,"Barranca Honda, 91025 Xalapa-Enríquez, Ver., Mexico",19.5371832,-96.9470821,,Mexican Violetear,https://www.inaturalist.org/observations/172624371,https://inaturalist-open-data.s3.amazonaws.com/photos/299694148/medium.jpg,benmun89,172624371,Colibrí orejas violetas,Aves,508366,1,0,2023/07/09 7:43 AM,2023-07-09,2023-07-09 13:43:00 UTC,Mexico City,392,392,,open,false,,,6083433,,2023-07-13 04:18:44 UTC,2023-07-18 04:15:55 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2015-01-23 12:00:00 -0500,200630701,Humedal de Huayllarcocha,-13.4875841,-71.9631515,class-bulkobservationfile-user_id-759683-filename-inat_ebird-csv-project_id-2023-07-12 20:32:20 -0700.csv,Sparkling Violetear,https://www.inaturalist.org/observations/172620179,https://static.inaturalist.org/photos/299707042/medium.jpg,projectseawolf_sv,172620179,Sparkling Violetear,Aves,6072,1,0,1/23/2015 12:00,2015-01-23,2015-01-23 17:00:00 UTC,Quito,NA,NA,,open,false,,,759683,Project Seawolf,2023-07-13 03:36:04 UTC,2023-07-14 02:26:34 UTC,research,,,NA,false
Colibri coruscans,2023-07-12 16:48:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1975847617,-78.4039610669,,Sparkling Violetear,https://www.inaturalist.org/observations/172599727,https://inaturalist-open-data.s3.amazonaws.com/photos/299651088/medium.jpg,dawicho,172599727,Sparkling Violetear,Aves,6072,1,0,2023/07/12 4:48 PM,2023-07-12,2023-07-12 21:48:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-07-13 00:46:09 UTC,2023-07-14 22:34:36 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-12 17:58:06 -0500,,Sangalle,-15.5961435688,-71.9764398783,,Sparkling Violetear,https://www.inaturalist.org/observations/172586547,https://static.inaturalist.org/photos/299627143/medium.jpeg,nos_peripleties,172586547,Sparkling Violetear,Aves,6072,1,0,2023-07-12 17:58:06,2023-07-12,2023-07-12 22:58:06 UTC,Quito,208,208,,open,false,gps,gps,6078914,Nos_Péripléties,2023-07-12 23:00:25 UTC,2023-07-20 14:41:08 UTC,research,,,2,false
Colibri thalassinus,2023-07-09 14:00:00 -0600,,"Barranca Honda, 91025 Xalapa, Ver., Mexico",19.5371832,-96.9470821,,Mexican Violetear,https://www.inaturalist.org/observations/172562249,https://inaturalist-open-data.s3.amazonaws.com/photos/299579421/medium.jpg,benmun89,172562249,Colibrí orejas violetas,Aves,508366,1,0,2023/07/09 2:00 PM,2023-07-09,2023-07-09 20:00:00 UTC,Mexico City,392,392,,open,false,,,6083433,,2023-07-12 20:02:35 UTC,2023-07-13 03:21:16 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-12 11:50:00 -0500,,"La Igualdad, Antonio Nariño, Bogotá, Colombia",4.6214547543,-74.1253834511,,Sparkling Violetear,https://www.inaturalist.org/observations/172560892,https://static.inaturalist.org/photos/299575364/medium.jpeg,jorgeenriquegaleanoredondo,172560892,Colibrí Rutilante,Aves,6072,1,0,2023/07/12 11:50 AM,2023-07-12,2023-07-12 16:50:00 UTC,Bogota,15,15,,open,false,,,1710196,Jorge Enrique Galeano Redondo,2023-07-12 19:53:27 UTC,2023-07-12 21:04:11 UTC,research,,,NA,false
Colibri serrirostris,2023-03-31 16:42:00 -0300,,"Santa Teresa - State of Espírito Santo, Brazil",-19.9562154466,-40.6062722125,,White-vented Violetear,https://www.inaturalist.org/observations/172556847,https://inaturalist-open-data.s3.amazonaws.com/photos/299549279/medium.jpg,josh_vandermeulen,172556847,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/03/31 4:42 PM,2023-03-31,2023-03-31 19:42:00 UTC,Brasilia,24,24,,open,false,,,785045,Josh Vandermeulen,2023-07-12 19:27:43 UTC,2023-07-12 19:29:41 UTC,research,CC-BY-NC-ND,,NA,false
Colibri cyanotus,2014-07-31 11:25:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.3021659726,-84.7961551532,,Lesser Violetear,https://www.inaturalist.org/observations/172421699,https://inaturalist-open-data.s3.amazonaws.com/photos/299317715/medium.jpeg,puravidamike,172421699,Lesser Violetear,Aves,508367,2,0,2014/07/31 11:25 AM,2014-07-31,2014-07-31 17:25:00 UTC,America/Costa_Rica,4,4,,,false,,,4130559,MLFisher,2023-07-11 23:21:21 UTC,2023-07-12 00:48:39 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2014-07-24 09:19:00 -0600,,"Alajuela Province, Alajuela, Costa Rica",10.2043469682,-84.1622387755,,Lesser Violetear,https://www.inaturalist.org/observations/172359008,https://inaturalist-open-data.s3.amazonaws.com/photos/299197300/medium.jpeg,puravidamike,172359008,Lesser Violetear,Aves,508367,1,0,2014/07/24 9:19 AM,2014-07-24,2014-07-24 15:19:00 UTC,America/Costa_Rica,2,2,,,false,,,4130559,MLFisher,2023-07-11 16:45:16 UTC,2023-07-12 14:50:09 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-06-24 00:00:00 -0600,,Honduras,15.5494275455,-88.2284801992,,Mexican Violetear,https://www.inaturalist.org/observations/172205507,https://inaturalist-open-data.s3.amazonaws.com/photos/298911456/medium.jpg,leecain,172205507,Kleiner Veilchenohrkolibri,Aves,508366,3,0,2023-06-24,2023-06-24,,America/Tegucigalpa,1589,30885,obscured,open,true,,,25763,Lee Cain,2023-07-10 19:05:04 UTC,2023-07-11 12:46:50 UTC,research,CC-BY,,NA,false
Colibri cyanotus,2013-11-24 10:01:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.302061374,-84.7959869649,,Lesser Violetear,https://www.inaturalist.org/observations/172064894,https://inaturalist-open-data.s3.amazonaws.com/photos/298642472/medium.jpeg,puravidamike,172064894,Lesser Violetear,Aves,508367,1,0,2013/11/24 10:01 AM,2013-11-24,2013-11-24 16:01:00 UTC,America/Costa_Rica,4,4,,,false,,,4130559,MLFisher,2023-07-09 23:37:42 UTC,2023-07-12 04:24:05 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2013-11-24 09:47:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.302217735,-84.7960355951,,Lesser Violetear,https://www.inaturalist.org/observations/172064888,https://inaturalist-open-data.s3.amazonaws.com/photos/298642260/medium.jpeg,puravidamike,172064888,Lesser Violetear,Aves,508367,1,0,2013/11/24 9:47 AM,2013-11-24,2013-11-24 15:47:00 UTC,America/Costa_Rica,4,4,,,false,,,4130559,MLFisher,2023-07-09 23:37:41 UTC,2023-07-10 00:34:18 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-27 14:29:00 -0500,,"Santa Fé, Bogotá, Colombia",4.6029956369,-74.05476759,,Sparkling Violetear,https://www.inaturalist.org/observations/172059070,https://static.inaturalist.org/photos/298634128/medium.jpg,alelostcontrol,172059070,Colibrí Rutilante,Aves,6072,2,0,2023/06/27 2:29 PM,2023-06-27,2023-06-27 19:29:00 UTC,Bogota,4,4,,open,false,,,5146634,Alejandra Reyna Contreras,2023-07-09 23:04:08 UTC,2023-07-10 12:02:21 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2017-09-25 07:03:00 -0600,,"Provincia de Puntarenas, Monte Verde, Costa Rica",10.3052198,-84.8106915,,Lesser Violetear,https://www.inaturalist.org/observations/172033491,https://inaturalist-open-data.s3.amazonaws.com/photos/298586241/medium.jpg,jvincemery,172033491,Lesser Violetear,Aves,508367,1,0,2017/09/25 7:03 AM,2017-09-25,2017-09-25 13:03:00 UTC,America/Costa_Rica,2134,2134,,,false,,,247548,,2023-07-09 20:45:23 UTC,2023-07-09 20:45:47 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2012-10-14 11:56:00 -0500,Hembra,"Barbosa, Santander, Colombia",5.9179073674,-73.6259230417,,Brown Violetear,https://www.inaturalist.org/observations/172010417,https://static.inaturalist.org/photos/298534613/medium.jpeg,licinio,172010417,Colibrí Pardo,Aves,6076,1,0,2012/10/14 11:56 AM,2012-10-14,2012-10-14 16:56:00 UTC,Bogota,4,4,,open,false,,,1568164,Licinio Garrido Hoyos,2023-07-09 18:56:45 UTC,2023-07-10 15:19:50 UTC,research,,,NA,false
Colibri thalassinus,2023-07-09 07:09:00 -0600,,"Barranca Honda, 91025 Xalapa-Enríquez, Ver., Mexico",19.5371832,-96.9470821,,Mexican Violetear,https://www.inaturalist.org/observations/171973440,https://inaturalist-open-data.s3.amazonaws.com/photos/298474740/medium.jpg,benmun89,171973440,Colibrí orejas violetas,Aves,508366,2,0,2023/07/09 7:09 AM,2023-07-09,2023-07-09 13:09:00 UTC,Mexico City,392,392,,open,false,,,6083433,,2023-07-09 15:54:33 UTC,2023-07-24 05:09:54 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-11 15:51:00 -0400,,"Jardín de Colibríes, Caracas 1083, Miranda, Venezuela",10.4324640619,-66.7975531846,,Sparkling Violetear,https://www.inaturalist.org/observations/171957135,https://inaturalist-open-data.s3.amazonaws.com/photos/298446329/medium.jpg,ozzhernandez,171957135,Sparkling Violetear,Aves,6072,1,0,2023/06/11 3:51 PM,2023-06-11,2023-06-11 19:51:00 UTC,Caracas,60,60,,open,false,,,1822892,Oswaldo Hernández,2023-07-09 14:33:59 UTC,2023-07-29 21:55:57 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-04 12:02:37 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.3022142997,-84.7962136997,,Lesser Violetear,https://www.inaturalist.org/observations/171954492,https://inaturalist-open-data.s3.amazonaws.com/photos/298442065/medium.jpeg,sg7567,171954492,Lesser Violetear,Aves,508367,1,0,2023-07-04 12:02:37,2023-07-04,2023-07-04 18:02:37 UTC,America/Costa_Rica,NA,NA,,,false,gps,gps,2153840,Sophie,2023-07-09 14:20:51 UTC,2023-07-09 16:00:15 UTC,research,CC-BY-NC,,2,false
Colibri cyanotus cabanidis,2011-07-27 12:21:00 -0600,"Savagre Valle, San José Province, Pérez Zeledón, Costa Rica","Savagre Valle, San José Province, Pérez Zeledón, Costa Rica",9.5440242933,-83.815998233,costa rica 2011,Costa Rican Lesser Violetear,https://www.inaturalist.org/observations/171889193,https://inaturalist-open-data.s3.amazonaws.com/photos/298319487/medium.jpeg,brianahern,171889193,Costa Rican Lesser Violetear,Aves,567900,1,0,2011/07/27 12:21 PM,2011-07-27,2011-07-27 18:21:00 UTC,America/Costa_Rica,61,61,,,false,,,5687068,Brian Ahern,2023-07-09 04:18:01 UTC,2023-07-12 11:15:44 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus cabanidis,2011-07-26 13:10:00 -0600,"Savagre Valle, San José Province, Pérez Zeledón, Costa Rica","Savagre Valle, San José Province, Pérez Zeledón, Costa Rica",9.5464414209,-83.8102582341,costa rica 2011,Costa Rican Lesser Violetear,https://www.inaturalist.org/observations/171888552,https://inaturalist-open-data.s3.amazonaws.com/photos/298317991/medium.jpeg,brianahern,171888552,Lesser Violetear,Aves,567900,0,0,2011/07/26 1:10 PM,2011-07-26,2011-07-26 19:10:00 UTC,America/Costa_Rica,31,31,,,false,,,5687068,Brian Ahern,2023-07-09 04:10:44 UTC,2023-07-12 11:20:22 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-08 12:46:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1986234071,-78.4036288908,,Sparkling Violetear,https://www.inaturalist.org/observations/171867439,https://inaturalist-open-data.s3.amazonaws.com/photos/298276017/medium.jpg,dawicho,171867439,Colibrí Rutilante,Aves,6072,1,0,2023/07/08 12:46 PM,2023-07-08,2023-07-08 17:46:00 UTC,America/Guayaquil,8,8,,open,false,,,1428321,David Torres,2023-07-09 01:18:43 UTC,2023-07-09 14:12:27 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-08 12:22:00 -0500,,"Urb Viña del Rio, Quito 170184, Ecuador",-0.1980172315,-78.4034357717,,Sparkling Violetear,https://www.inaturalist.org/observations/171867422,https://inaturalist-open-data.s3.amazonaws.com/photos/298275259/medium.jpg,dawicho,171867422,Sparkling Violetear,Aves,6072,1,0,2023/07/08 12:22 PM,2023-07-08,2023-07-08 17:22:00 UTC,America/Guayaquil,8,8,,open,false,,,1428321,David Torres,2023-07-09 01:18:38 UTC,2023-07-09 03:57:53 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-08 11:48:00 -0500,,"Urbanizacion Los Algarrobos de la Viña, Quito 170184, Ecuador",-0.1989913315,-78.4034887868,,Sparkling Violetear,https://www.inaturalist.org/observations/171867366,https://inaturalist-open-data.s3.amazonaws.com/photos/298274462/medium.jpg,dawicho,171867366,Sparkling Violetear,Aves,6072,1,0,2023/07/08 11:48 AM,2023-07-08,2023-07-08 16:48:00 UTC,America/Guayaquil,4,4,,open,false,,,1428321,David Torres,2023-07-09 01:18:26 UTC,2023-07-09 03:58:45 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-07 11:41:47 -0500,,Reserva Las Baldías,6.3298546574,-75.6481469795,,Lesser Violetear,https://www.inaturalist.org/observations/171717885,https://static.inaturalist.org/photos/298007991/medium.jpeg,checho3,171717885,Colibrí Chico​,Aves,508367,1,0,2023-07-07 11:41:47,2023-07-07,2023-07-07 16:41:47 UTC,Bogota,234,234,,,false,gps,gps,4297406,Guerra Muñoz Checho,2023-07-08 11:01:58 UTC,2023-07-09 01:02:07 UTC,research,,,2,false
Colibri coruscans,2023-05-27 16:09:00 -0400,,"Jardín de Colibríes, Caracas 1083, Miranda, Venezuela",10.4324640619,-66.7975531846,,Sparkling Violetear,https://www.inaturalist.org/observations/171643250,https://inaturalist-open-data.s3.amazonaws.com/photos/297868670/medium.jpg,ozzhernandez,171643250,Sparkling Violetear,Aves,6072,1,0,2023/05/27 4:09 PM,2023-05-27,2023-05-27 20:09:00 UTC,Caracas,60,60,,open,false,,,1822892,Oswaldo Hernández,2023-07-07 23:14:36 UTC,2023-07-30 02:11:04 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-05-27 16:02:00 -0400,,"Jardín de Colibríes, Caracas 1083, Miranda, Venezuela",10.4324640619,-66.7975531846,,Brown Violetear,https://www.inaturalist.org/observations/171643146,https://inaturalist-open-data.s3.amazonaws.com/photos/297868483/medium.jpg,ozzhernandez,171643146,Brown Violetear,Aves,6076,1,0,2023/05/27 4:02 PM,2023-05-27,2023-05-27 20:02:00 UTC,Caracas,60,60,,open,false,,,1822892,Oswaldo Hernández,2023-07-07 23:13:50 UTC,2023-07-30 02:10:39 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-07-05 13:13:00 -0600,,"Laguna Bermeja, Guatemala City, Guatemala",14.5669449232,-90.4366815481,,Mexican Violetear,https://www.inaturalist.org/observations/171594100,https://inaturalist-open-data.s3.amazonaws.com/photos/297774414/medium.jpg,gpasch,171594100,Mexican Violetear,Aves,508366,1,0,2023/07/05 1:13 PM,2023-07-05,2023-07-05 19:13:00 UTC,Central America,10,10,,open,false,,,773724,Grete Pasch,2023-07-07 17:53:08 UTC,2023-07-13 02:25:49 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2013-10-05 08:53:00 -0600,,"Alajuela Province, Alajuela, Costa Rica",10.2039919534,-84.161936507,,Brown Violetear,https://www.inaturalist.org/observations/171501473,https://inaturalist-open-data.s3.amazonaws.com/photos/297603065/medium.jpeg,puravidamike,171501473,Brown Violetear,Aves,6076,1,0,2013-10-05 08:53:00-06:00,2013-10-05,2013-10-05 14:53:00 UTC,America/Costa_Rica,2,2,,open,false,,,4130559,MLFisher,2023-07-07 03:47:32 UTC,2023-07-07 16:42:37 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-06-28 12:28:00 -0600,,"7 km del desvío de La Guama, Los Pinos Lago de Yojoa, Honduras",14.8730536,-87.9052271,,Brown Violetear,https://www.inaturalist.org/observations/171452934,https://static.inaturalist.org/photos/297511845/medium.jpeg,krlfiallos,171452934,Brauner Veilchenohrkolibri,Aves,6076,2,0,2023/06/28 12:28 PM,2023-06-28,2023-06-28 18:28:00 UTC,America/Tegucigalpa,216,216,,open,false,,,1084999,Karla Fiallos Yanez,2023-07-06 21:12:58 UTC,2023-07-07 19:47:41 UTC,research,,,NA,false
Colibri cyanotus,2023-06-18 01:11:58 -0600,,"Puntarenas, CR",10.3083376,-84.8111538,,Lesser Violetear,https://www.inaturalist.org/observations/171446119,https://inaturalist-open-data.s3.amazonaws.com/photos/297501766/medium.jpg,annakelly080198,171446119,Lesser Violetear,Aves,508367,2,0,2023-06-18 03:11:58-04:00,2023-06-18,2023-06-18 07:11:58 UTC,America/Costa_Rica,28,28,,,false,,,6865898,,2023-07-06 20:31:18 UTC,2023-07-22 16:55:17 UTC,research,CC-BY-NC,,3,false
Colibri cyanotus,2023-04-23 14:04:00 -0500,,"Avenida Guadalupe, Chiriquí, PA",8.8518009893,-82.5727605051,,Lesser Violetear,https://www.inaturalist.org/observations/171442657,https://inaturalist-open-data.s3.amazonaws.com/photos/297809410/medium.jpg,heidyshapiro,171442657,Colibrí Chico​,Aves,508367,3,0,2023-04-23 14:04:00-05:00,2023-04-23,2023-04-23 19:04:00 UTC,America/Panama,22,22,,,false,,,5836074,,2023-07-06 20:10:44 UTC,2023-07-21 14:16:55 UTC,research,CC-BY-NC,,3,false
Colibri coruscans,2022-08-26 00:00:00 -0500,,Hacienda El Bosque,5.0246780572,-75.3695415705,,Sparkling Violetear,https://www.inaturalist.org/observations/171425654,,alvaro_atrogularis,171425654,Colibrí Rutilante,Aves,6072,1,0,2022-08-26,2022-08-26,,Bogota,191,191,,open,false,gps,gps,1524007,Alvaro Rojas (brújula de aves),2023-07-06 18:34:21 UTC,2023-07-10 16:00:57 UTC,research,CC-BY-NC,https://static.inaturalist.org/sounds/761586.wav?1688668465,2,false
Colibri cyanotus,2023-07-05 11:36:11 -0600,,"Monteverde Cloud Forest Reserve, Puntarenas, CR",10.30218,-84.7961883333,,Lesser Violetear,https://www.inaturalist.org/observations/171299697,https://inaturalist-open-data.s3.amazonaws.com/photos/297231605/medium.jpg,tsikilili,171299697,Lesser Violetear,Aves,508367,1,0,2023-07-05 11:36:11-06:00,2023-07-05,2023-07-05 17:36:11 UTC,America/Costa_Rica,4,4,,,false,,,2328189,Jeremy Liberman,2023-07-06 00:08:44 UTC,2023-07-07 17:03:15 UTC,research,CC-BY-NC,,3,false
Colibri coruscans,2021-08-23 07:17:00 -0500,,"Manizales, Caldas, Colombia",5.0246781,-75.3695416,,Sparkling Violetear,https://www.inaturalist.org/observations/171284143,https://static.inaturalist.org/photos/297200764/medium.jpeg,pablo_barrera_adventures_colombia,171284143,Colibrí Rutilante,Aves,6072,1,0,2021/08/23 7:17 AM,2021-08-23,2021-08-23 12:17:00 UTC,Bogota,191,191,,open,false,,,6602853,Pablo Barrera,2023-07-05 22:10:10 UTC,2023-07-05 23:14:51 UTC,research,,,NA,false
Colibri cyanotus,2023-07-05 09:56:00 -0500,,"Retiro, Antioquia, Colombia",6.1076646,-75.5487527,,Lesser Violetear,https://www.inaturalist.org/observations/171263530,https://static.inaturalist.org/photos/297163781/medium.jpeg,juand20,171263530,Colibrí Chico​,Aves,508367,1,0,2023/07/05 9:56 AM,2023-07-05,2023-07-05 14:56:00 UTC,Bogota,197,197,,,false,,,1256593,Juan Diego,2023-07-05 19:57:28 UTC,2023-07-10 16:29:15 UTC,research,,,NA,false
Colibri cyanotus,2023-07-05 09:44:00 -0500,,"Retiro, Antioquia, Colombia",6.1076646,-75.5487527,,Lesser Violetear,https://www.inaturalist.org/observations/171261770,https://static.inaturalist.org/photos/297160392/medium.jpeg,juand20,171261770,Colibrí Chico​,Aves,508367,1,0,2023/07/05 9:44 AM,2023-07-05,2023-07-05 14:44:00 UTC,Bogota,197,197,,,false,,,1256593,Juan Diego,2023-07-05 19:45:53 UTC,2023-07-07 16:59:18 UTC,research,,,NA,false
